2022-12-01 14:31:25.662688, 1.43695
2022-12-01 14:31:25.675046, 1.43695
2022-12-01 14:31:25.683368, 1.46628
2022-12-01 14:31:25.691228, 1.47116
2022-12-01 14:31:25.699626, 1.49071
2022-12-01 14:31:25.710823, 1.51515
2022-12-01 14:31:25.719906, 1.53470
2022-12-01 14:31:25.727950, 1.55425
2022-12-01 14:31:25.736310, 1.57380
2022-12-01 14:31:25.748612, 1.58358
2022-12-01 14:31:25.756236, 1.58847
2022-12-01 14:31:25.764992, 1.59335
2022-12-01 14:31:25.777086, 1.58358
2022-12-01 14:31:25.785583, 1.57869
2022-12-01 14:31:25.793333, 1.56403
2022-12-01 14:31:25.802145, 1.55425
2022-12-01 14:31:25.814323, 1.52981
2022-12-01 14:31:25.822313, 1.52004
2022-12-01 14:31:25.830586, 1.49071
2022-12-01 14:31:25.842618, 1.46628
2022-12-01 14:31:25.851066, 1.44673
2022-12-01 14:31:25.859041, 1.42717
2022-12-01 14:31:25.867320, 1.41251
2022-12-01 14:31:25.878988, 1.39296
2022-12-01 14:31:25.887966, 1.38319
2022-12-01 14:31:25.896528, 1.35875
2022-12-01 14:31:25.907558, 1.36852
2022-12-01 14:31:25.916710, 1.33431
2022-12-01 14:31:25.924511, 1.31965
2022-12-01 14:31:25.932490, 1.30499
2022-12-01 14:31:25.944587, 1.30010
2022-12-01 14:31:25.953536, 1.29032
2022-12-01 14:31:25.961525, 1.28543
2022-12-01 14:31:25.973082, 1.27566
2022-12-01 14:31:25.982093, 1.27077
2022-12-01 14:31:25.990181, 1.26588
2022-12-01 14:31:25.998946, 1.26100
2022-12-01 14:31:26.010513, 1.27077
2022-12-01 14:31:26.018910, 1.25611
2022-12-01 14:31:26.027039, 1.27077
2022-12-01 14:31:26.039355, 1.25122
2022-12-01 14:31:26.047759, 1.26100
2022-12-01 14:31:26.055747, 1.25122
2022-12-01 14:31:26.064108, 1.26100
2022-12-01 14:31:26.076269, 1.29521
2022-12-01 14:31:26.084649, 1.35386
2022-12-01 14:31:26.092818, 1.46139
2022-12-01 14:31:26.104933, 1.58847
2022-12-01 14:31:26.113020, 1.77908
2022-12-01 14:31:26.121519, 1.93548
2022-12-01 14:31:26.129476, 2.11144
2022-12-01 14:31:26.141838, 2.26784
2022-12-01 14:31:26.149749, 2.38514
2022-12-01 14:31:26.159307, 2.47312
2022-12-01 14:31:26.170515, 2.50244
2022-12-01 14:31:26.178963, 2.49756
2022-12-01 14:31:26.186972, 2.45846
2022-12-01 14:31:26.195019, 2.39980
2022-12-01 14:31:26.206712, 2.32160
2022-12-01 14:31:26.214697, 2.23851
2022-12-01 14:31:26.223666, 2.15543
2022-12-01 14:31:26.235687, 2.06745
2022-12-01 14:31:26.243612, 1.97947
2022-12-01 14:31:26.252595, 1.90127
2022-12-01 14:31:26.260567, 1.85239
2022-12-01 14:31:26.272535, 1.74976
2022-12-01 14:31:26.281116, 1.68622
2022-12-01 14:31:26.289289, 1.61779
2022-12-01 14:31:26.301486, 1.56403
2022-12-01 14:31:26.309517, 1.52004
2022-12-01 14:31:26.317898, 1.48094
2022-12-01 14:31:26.326168, 1.45650
2022-12-01 14:31:26.338537, 1.43695
2022-12-01 14:31:26.346770, 1.43206
2022-12-01 14:31:26.354752, 1.43695
2022-12-01 14:31:26.366958, 1.47605
2022-12-01 14:31:26.375306, 1.46139
2022-12-01 14:31:26.383220, 1.48583
2022-12-01 14:31:26.391686, 1.51026
2022-12-01 14:31:26.404378, 1.53470
2022-12-01 14:31:26.412158, 1.55914
2022-12-01 14:31:26.421130, 1.57380
2022-12-01 14:31:26.432653, 1.58847
2022-12-01 14:31:26.440776, 1.59335
2022-12-01 14:31:26.449361, 1.59824
2022-12-01 14:31:26.457310, 1.59335
2022-12-01 14:31:26.468579, 1.58847
2022-12-01 14:31:26.477553, 1.57380
2022-12-01 14:31:26.486163, 1.58358
2022-12-01 14:31:26.498087, 1.53959
2022-12-01 14:31:26.506319, 1.52493
2022-12-01 14:31:26.514723, 1.50538
2022-12-01 14:31:26.523733, 1.48583
2022-12-01 14:31:26.535021, 1.46628
2022-12-01 14:31:26.543263, 1.44184
2022-12-01 14:31:26.551481, 1.42229
