HR_time,RR-interval,heart_rate
1.264040005836039,716.0,84.31578947368419
1.9756477128252166,716.0,84.69052631578947
2.677892160511905,707.0,86.25192982456139
3.3520468302911257,679.0,88.66095238095237
4.007474981465369,660.0,91.1374741200828
4.653539873337122,650.0,91.1374741200828
5.327694543116342,679.0,88.72845156369183
6.03930225010552,716.0,85.87719298245614
6.750909957094698,716.0,83.24850099933377
7.490607441991343,745.0,82.18121252498335
8.230304926887987,745.0,81.460564751704
8.960639152482143,735.0,82.16284980841942
9.68161011877381,726.0,83.23013828276986
10.393217825762989,716.0,83.5857826384142
11.114188792054655,726.0,83.5857826384142
11.835159758346322,726.0,83.2207792207792
12.556130724637988,726.0,83.2207792207792
13.277101690929655,726.0,83.96051948051948
13.979346138616343,707.0,86.30476678251325
14.644137549093076,669.0,89.52102878138395
15.290202440964828,650.0,91.55531449566966
15.945630592139072,660.0,91.55531449566966
16.610422002615802,669.0,89.46365762140408
17.303303191,698.0,87.05463506501312
18.01491089798918,716.0,85.07539118065432
18.726518604978356,716.0,85.07539118065432
19.419399793362555,698.0,86.23040199536233
20.102917722444264,688.0,87.79180550413426
20.777072392223488,679.0,88.59360730593608
21.451227062002708,679.0,88.59360730593606
22.134744991084418,688.0,87.40694063926941
22.836989438771106,707.0,86.22027397260274
23.539233886457794,707.0,85.44
24.24147833414448,707.0,85.44
24.94372278183117,707.0,87.04450704225351
25.608514192307904,669.0,88.64901408450703
26.273305602784635,669.0,90.25352112676056
26.938097013261366,669.0,88.64901408450703
27.640341460948054,707.0,85.60248172579782
28.3800389458447,745.0,82.2179746835443
29.129099690043834,754.0,81.1225900681597
29.85943391563799,735.0,81.1225900681597
30.599131400534635,745.0,82.52785322605442
31.310739107523812,716.0,83.24850099933377
32.02234681451299,716.0,85.07539118065432
32.71522800289719,698.0,85.83499288762445
33.40810919128139,698.0,87.3963963963964
34.08226386106061,679.0,87.79180550413426
34.76578179014232,688.0,89.01144768152292
35.43057320061905,669.0,89.01144768152292
36.10472787039827,679.0,87.49143344917992
36.82569883668994,726.0,84.10692640692639
37.57475958088907,754.0,81.82487512487512
38.30509380648323,735.0,81.46923076923076
39.035428032077384,735.0,83.63409563409564
39.72830922046158,698.0,85.50975422208299
40.41182714954329,688.0,87.38541281007033
41.095345078625,688.0,88.18721461187214
41.76949974840422,679.0,88.59360730593608
42.44365441818344,679.0,88.19819819819818
43.13653560656765,698.0,87.79180550413426
43.82005353564936,688.0,87.79180550413426
44.49420820542858,679.0,88.18721461187214
45.17772613451029,688.0,86.31155602388479
45.90806036010444,735.0,85.12488935721811
46.61030480779113,707.0,84.72948024948025
47.30318599617533,698.0,86.20972972972973
47.99606718455953,698.0,86.59459459459458
48.68894837294373,698.0,86.99000370233246
49.37246630202544,688.0,86.60513883746759
50.074710749712125,707.0,84.44027397260274
50.82377149391126,754.0,80.60857142857142
51.61028527532035,792.0,78.1773519163763
52.378072538124464,773.0,77.84772228674667
53.13649654162609,764.0,80.15941059843499
53.857467507917754,726.0,82.97549497549497
54.55034869630195,698.0,85.0851246051246
55.25259314398864,707.0,85.4501280227596
55.96420085097782,716.0,85.4501280227596
56.65708203936202,698.0,85.07539118065432
57.368689746351194,716.0,83.6701280227596
58.11775049055033,754.0,81.50526315789472
58.86681123474946,754.0,79.44878048780487
59.634598497553576,773.0,77.87819225251076
60.430475538265156,801.0,77.22697274031563
61.19826280106927,773.0,77.87819225251076
61.947323545268404,754.0,80.8540436456996
62.65893125225758,716.0,83.28526315789472
63.36117569994427,707.0,85.06526315789472
64.06342014763096,707.0,84.70025974025972
64.78439111392262,726.0,82.92025974025972
65.53345185812177,754.0,80.8106301106301
66.29187586162338,764.0,80.8106301106301
67.01284682791506,726.0,82.21589326852484
67.72445453490423,716.0,84.71038776301933
68.41733572328843,698.0,86.63679468942627
69.09149039306764,679.0,88.61603857378505
69.75628180354438,669.0,89.01144768152292
70.43979973262608,688.0,87.45004417275098
71.15140743961527,716.0,85.10579687075722
71.87237840590693,726.0,83.23013828276986
72.60271263150109,735.0,82.86513486513486
73.32368359779275,726.0,83.98973998973999
74.01656478617696,698.0,85.86539857772733
