2022-12-01 14:18:16.052680, 1.64712
2022-12-01 14:18:16.060179, 1.64712
2022-12-01 14:18:16.072856, 1.64223
2022-12-01 14:18:16.081825, 1.64223
2022-12-01 14:18:16.088757, 1.64712
2022-12-01 14:18:16.097720, 1.64712
2022-12-01 14:18:16.109397, 1.64712
2022-12-01 14:18:16.117342, 1.65200
2022-12-01 14:18:16.126311, 1.65689
2022-12-01 14:18:16.137875, 1.67155
2022-12-01 14:18:16.146037, 1.68133
2022-12-01 14:18:16.154274, 1.68133
2022-12-01 14:18:16.162382, 1.68133
2022-12-01 14:18:16.175033, 1.65200
2022-12-01 14:18:16.182980, 1.65200
2022-12-01 14:18:16.191895, 1.65200
2022-12-01 14:18:16.204539, 1.65200
2022-12-01 14:18:16.212207, 1.65200
2022-12-01 14:18:16.221509, 1.65200
2022-12-01 14:18:16.228871, 1.65200
2022-12-01 14:18:16.241713, 1.65200
2022-12-01 14:18:16.248850, 1.64712
2022-12-01 14:18:16.257102, 1.64712
2022-12-01 14:18:16.269634, 1.64712
2022-12-01 14:18:16.277852, 1.64223
2022-12-01 14:18:16.286218, 1.64223
2022-12-01 14:18:16.294503, 1.64223
2022-12-01 14:18:16.306489, 1.64223
2022-12-01 14:18:16.314474, 1.64712
2022-12-01 14:18:16.323627, 1.65200
2022-12-01 14:18:16.335111, 1.66667
2022-12-01 14:18:16.343146, 1.67644
2022-12-01 14:18:16.351079, 1.65200
2022-12-01 14:18:16.360328, 1.65200
2022-12-01 14:18:16.372801, 1.65200
2022-12-01 14:18:16.380388, 1.64712
2022-12-01 14:18:16.389145, 1.64712
2022-12-01 14:18:16.400212, 1.64712
2022-12-01 14:18:16.408874, 1.64712
2022-12-01 14:18:16.416851, 1.64712
2022-12-01 14:18:16.424824, 1.65200
2022-12-01 14:18:16.436783, 1.65200
2022-12-01 14:18:16.445702, 1.65200
2022-12-01 14:18:16.453730, 1.65200
2022-12-01 14:18:16.461520, 1.64712
2022-12-01 14:18:16.473704, 1.65200
2022-12-01 14:18:16.482671, 1.65200
2022-12-01 14:18:16.490313, 1.65200
2022-12-01 14:18:16.502777, 1.66178
2022-12-01 14:18:16.510748, 1.63734
2022-12-01 14:18:16.518859, 1.63245
2022-12-01 14:18:16.526831, 1.63245
2022-12-01 14:18:16.539787, 1.62757
2022-12-01 14:18:16.547763, 1.63245
2022-12-01 14:18:16.557059, 1.63734
