HR_time,RR-interval,heart_rate
1.3014930431055802,594,101.7142857142857
1.8913783791894045,594,101.7142857142857
2.481263715273229,594,102.2611367127496
3.061785792054135,594,102.2611367127496
3.6516711281379592,584,101.7313748079877
4.250919723524701,594,100.6547619047619
4.850168318911443,603,101.20161290322581
5.430690395692349,603,101.7313748079877
6.020575731776174,584,101.21791326952616
6.629187586465834,594,100.67106227106225
7.219072922549658,613,100.14130036630036
7.8183215179364,594,100.6547619047619
8.417570113323142,603,101.20161290322581
8.998092190104048,603,102.27822580645162
9.578614266884955,584,103.35483870967742
10.15913634366586,584,102.80798771121351
10.749021679749685,584,101.7313748079877
11.348270275136427,594,100.14130036630036
11.956882129826086,603,99.61153846153846
12.55613072521283,613,100.14130036630036
13.146016061296653,603,100.6547619047619
13.745264656683394,594,99.16035891968727
14.37260302997889,603,98.63059701492537
14.971851625365632,632,99.16035891968727
15.561736961449457,603,101.1845238095238
16.15162229753328,594,100.67106227106225
16.760234152222942,594,99.12993672993672
17.378209266215517,613,98.08671328671328
17.98682112090518,622,98.60017482517482
18.58606971629192,613,100.68815136476427
19.166591793072826,603,101.7313748079877
19.75647712915665,584,102.2611367127496
20.346362465240475,594,101.1845238095238
20.94561106062722,594,100.14130036630036
21.554222915316878,603,99.61153846153846
22.153471510703618,613,99.61153846153846
22.75272010609036,603,100.125
23.3519687014771,603,99.61153846153846
23.960580556166764,603,98.60017482517482
24.57855567015934,613,97.10577184010019
25.205894043454837,622,97.10577184010019
25.814505898144496,632,97.10577184010019
26.432481012137075,613,98.08671328671328
27.041092866826734,622,97.58881118881118
27.659067980819312,613,97.58881118881118
28.27704309481189,622,97.58881118881118
28.88565494950155,622,98.08671328671328
29.49426680419121,613,99.09807692307692
30.09351539957795,613,99.09807692307692
30.702127254267612,603,98.60017482517482
31.320102368260187,613,97.10577184010019
31.947440741555685,622,96.1248303934871
32.57477911485118,632,96.6227324913892
33.18339096954084,632,97.60367393800229
33.7920028242305,613,98.08671328671328
34.40997793822308,613,98.08671328671328
35.018589792912735,622,97.58881118881118
35.63656490690531,613,97.58881118881118
36.25454002089789,622,97.58881118881118
36.863151875587555,622,98.60017482517482
37.462400470974295,613,99.09807692307692
38.07101232566396,603,98.60017482517482
38.68898743965653,613,96.63693953105717
39.325689072254946,622,96.13903743315507
39.943664186247524,641,96.13903743315507
40.5616393002401,622,97.09090909090908
41.17961441423268,622,97.58881118881118
41.78822626892234,622,98.08671328671328
42.396838123612,613,98.58461538461538
43.005449978301655,613,98.58461538461538
43.61406183299132,613,99.09807692307692
44.21331042837806,613,99.61153846153846
44.8125590237648,603,100.125
45.411807619151546,603,99.11363636363636
46.029782733144124,603,97.61923337856173
46.65712110643962,622,97.10577184010019
47.265732961129274,632,97.60367393800229
47.87434481581894,613,99.09807692307692
48.47359341120568,613,98.60017482517482
49.091568525198255,603,98.60017482517482
49.70018037988792,622,98.08671328671328
50.308792234577574,613,98.58461538461538
50.91740408926724,613,99.62783882783881
51.50728942535106,613,100.14130036630036
52.1065380207378,594,100.14130036630036
52.715149875427464,603,99.09807692307692
53.32376173011712,613,98.58461538461538
53.93237358480678,613,99.62783882783881
54.52225892089061,613,99.62783882783881
55.13087077558026,594,99.12993672993672
55.74884588957284,613,97.58881118881118
56.36682100356542,622,96.60786974219809
56.994159376860914,622,96.1248303934871
57.621497750156415,632,95.64179104477613
58.24883612345191,632,96.12483039348712
58.86681123744449,632,96.1248303934871
59.49414961073998,622,95.65599808444408
60.1308512433384,632,94.70412642669008
60.76755287593681,641,94.70412642669008
61.3948912492323,641,95.1729587357331
62.022229622527796,632,95.64179104477613
62.6495679958233,632,95.64179104477613
63.27690636911879,632,95.64179104477613
63.904244742414285,632,95.64179104477613
64.53158311570978,632,96.6227324913892
65.14019497039943,632,98.11713547646383
65.73944356578619,613,99.09807692307692
66.34805542047584,603,99.09807692307692
66.9566672751655,613,98.08671328671328
67.57464238915809,613,97.58881118881118
68.19261750315066,622,97.58881118881118
68.80122935784031,622,98.08671328671328
69.40984121252998,613,97.60367393800229
70.03717958582547,613,96.6227324913892
70.66451795912097,632,96.6227324913892
71.27312981381063,632,98.11713547646383
71.87237840919737,613,99.61153846153846
72.47162700458411,603,100.125
73.07087559997086,603,100.125
73.6701241953576,603,100.125
74.26937279074434,603,100.125
74.86862138613108,603,100.125
75.46786998151782,603,99.61153846153846
76.07648183620748,603,98.11713547646383
76.70382020950298,613,96.15390018234618
77.3405218421014,632,95.1729587357331
77.96786021539688,641,95.1729587357331
78.59519858869238,632,96.12483039348712
79.21317370268495,632,97.10577184010019
79.82178555737462,622,97.58881118881118
80.4397606713672,613,96.18169656430524
81.08582556326853,622,95.20075511769217
81.71316393656403,650,95.20075511769217
82.3311390505566,632,96.60786974219809
82.94911416454919,622,97.58881118881118
83.55772601923884,622,97.58881118881118
84.17570113323141,613,97.58881118881118
84.793676247224,622,97.58881118881118
85.40228810191365,622,98.08671328671328
86.01089995660331,613,99.62783882783881
86.60078529268714,613,100.67106227106225
87.19067062877096,594,101.1845238095238
87.7899192241577,594,100.14130036630036
88.39853107884737,603,98.60017482517482
89.01650619283994,613,98.08671328671328
89.6251180475296,622,98.60017482517482
90.22436664291635,613,99.09807692307692
90.832978497606,603,99.61153846153846
91.43222709299275,613,100.14130036630036
92.02211242907657,603,100.6547619047619
92.62136102446331,594,101.1845238095238
93.21124636054714,603,101.7313748079877
93.79176843732805,594,103.37276825061065
94.36292725480604,584,103.91961924907456
94.94344933158693,575,103.37276825061065
95.53333466767076,584,102.2611367127496
96.12322000375458,594,101.7142857142857
96.7131053398384,594,102.2611367127496
97.29362741661932,594,102.80798771121351
97.87414949340022,584,103.35483870967742
98.45467157018113,584,102.27822580645162
99.05392016556787,584,101.7313748079877
99.6438055016517,603,100.14130036630036
100.25241735634135,594,100.14130036630036
100.8516659517281,613,100.14130036630036
101.44155128781192,603,101.1845238095238
102.03143662389574,594,101.7142857142857
102.62132195997957,594,101.7142857142857
103.21120729606339,594,101.7142857142857
103.80109263214722,594,101.1845238095238
104.40034122753396,594,100.6547619047619
104.9995898229207,603,100.6547619047619
105.58947515900452,603,102.29615534738485
106.16063397648252,594,102.82591725214675
106.75051931256634,575,103.37276825061066
107.33104138934725,594,102.2611367127496
107.92092672543107,584,101.7313748079877
108.52017532081781,594,100.6547619047619
109.11942391620455,603,101.20161290322581
109.69994599298546,603,102.27822580645162
110.28046806976637,584,103.35483870967742
110.86099014654728,584,102.80798771121351
111.4508754826311,584,101.7313748079877
112.05012407801784,594,101.1845238095238
112.64000941410167,603,100.6547619047619
113.23925800948841,594,101.7313748079877
113.81978008626932,603,102.27822580645162
114.40030216305021,584,102.27822580645162
114.99955075843697,584,101.20161290322581
115.59879935382371,603,99.61153846153846
116.20741120851336,603,99.09807692307692
116.81602306320302,613,98.08671328671328
117.4339981771956,613,98.08671328671328
118.04261003188526,622,98.08671328671328
118.65122188657492,613,98.58461538461538
119.25983374126459,613,98.58461538461538
119.86844559595424,613,98.58461538461538
120.4770574506439,613,99.62783882783881
121.06694278672772,613,100.14130036630036
121.66619138211446,594,100.6547619047619
122.2654399775012,603,99.11363636363636
122.88341509149379,603,98.60017482517482
123.49202694618344,622,97.58881118881118
124.11000206017603,613,97.58881118881118
124.7279771741686,622,97.09090909090908
125.34595228816117,622,97.09090909090908
125.96392740215376,622,97.09090909090908
126.58190251614633,622,96.13903743315507
127.21860414874475,622,96.63693953105717
127.8272160034344,641,96.63693953105717
128.445191117427,613,97.58881118881118
129.06316623141956,622,98.10227272727272
129.6624148268063,622,98.60017482517482
130.27102668149595,603,98.60017482517482
130.88900179548855,613,96.63693953105717
131.52570342808696,622,95.65599808444408
132.15304180138244,641,96.15390018234618
132.7616536560721,632,98.11713547646383
133.36090225145887,613,100.14130036630036
133.9507875875427,603,101.1845238095238
134.5406729236265,594,102.2611367127496
135.1211950004074,594,101.7313748079877
135.72044359579414,584,102.27822580645162
136.30096567257505,603,102.27822580645162
136.88148774935595,584,102.80798771121351
137.47137308543978,584,102.2611367127496
